Column1;C_n;Fai_n;e2(input);v2(output);e3;v3;e4;v4;e5;v5
;0;0;3,61122E+14;2,40648E+14;6,11769E+14;7,22894E+13;9,92968E+14;1,93692E+13;9,65398E+14;9,02813E+12
;0;0;1,58837E+16;2,66955E+14;1,41142E+16;1,52188E+14;6,56414E+14;4,98552E+13;6,28334E+14;1,42739E+13
;0;0;1,49918E+16;2,44187E+14;8,49906E+14;1,08679E+14;1,9857E+16;8,82898E+13;1,33935E+16;1,97456E+13
;0;0;1,52638E+16;2,14392E+14;2,91799E+14;9,84123E+13;9,48745E+14;3,66502E+13;3,25679E+14;2,48606E+13
;0;0;3,78337E+14;2,32042E+14;3,60556E+14;6,1231E+13;6,12699E+14;8,78161E+13;2,01296E+16;4,70403E+13
;0;0;1,28017E+16;2,18237E+14;1,29626E+16;5,67517E+13;1,2439E+16;1,25298E+14;1,29627E+16;3,42321E+13
;0;0;1,3195E+16;1,83188E+14;5,17458E+14;9,5878E+13;1,09916E+16;5,79153E+13;5,86333E+14;4,68553E+13
;0;0;1,37416E+16;2,06326E+14;1,52168E+16;1,39678E+14;1,91651E+16;1,01685E+14;1,10235E+16;5,59984E+13
;0;0;1,75122E+16;2,38535E+14;1,95083E+16;1,65256E+14;1,58919E+16;4,18768E+13;1,43883E+16;3,3562E+13
;0;0;2,40404E+16;3,74944E+14;2,0153E+16;2,76579E+14;1,20564E+16;3,74225E+13;1,51051E+16;5,06352E+13
;0;0;5,01182E+14;5,785E+13;1,44299E+16;2,53258E+13;1,44921E+16;1,08296E+14;7,67101E+14;2,66867E+13
;0;0;7,67748E+14;2,96391E+14;1,5601E+14;8,21018E+13;9,36712E+14;9,74404E+13;7,52425E+14;1,47789E+13
;0;0;2,47357E+16;2,18085E+14;1,05056E+16;1,83196E+14;7,98509E+14;7,19851E+13;2,42493E+16;4,05198E+13
;0;0;1,68758E+16;2,60403E+14;7,24892E+14;3,47598E+13;3,65018E+16;1,10546E+14;8,85427E+14;2,41908E+13
;0;0;1,47531E+16;3,68202E+14;4,54445E+14;1,37377E+14;1,80095E+16;1,28202E+14;7,55464E+14;9,88141E+13
;0;0;1,27651E+16;1,19607E+14;1,09E+16;3,1059E+13;1,43554E+16;2,97541E+13;1,63241E+16;3,01834E+13
;0;0;1,04209E+16;1,20246E+14;6,82502E+14;2,21552E+14;1,37185E+16;6,37686E+13;9,94229E+14;1,05134E+13
;0;0;1,22217E+16;2,30899E+14;6,92279E+14;1,4043E+14;1,11446E+16;7,96885E+13;1,1374E+16;3,89017E+13
